profanity	obfuscation	pos	definition	language
dinosaur	d.i.n.o.s.a.u.r	NOUN		
dinosaur	Dinosaur	NOUN		
dinosaur	dInOsAuR	NOUN		
dinosaur	dînôšáür	NOUN		
dinosaur	d_n_saur	NOUN		
dinosaur	d***saur	NOUN		
dinosaur	dinos@ur	NOUN		
dinosaur	dinosaur?	NOUN		
dinosaur	dinosaur™	NOUN		
shitpicker	sh1tp1cker	NOUN		
shitpicker	sh!tpicker	NOUN		
shitpicker	s h i t p i c k e r	NOUN		
shitpicker	sh.t.picker	NOUN		
shitpicker	ShitPicker	NOUN		
shitpicker	shîtpicker	NOUN		
shitpicker	sh*tpicker	NOUN		
shitpicker	sh1t-p1cker	NOUN		
shitpicker	s_h_i_t_p_i_c_k_e_r	NOUN		
shitpicker	sh1t p1cker	NOUN		
shitpicker	sh!t-p!cker	NOUN		
shitpicker	sh1t_p!cker	NOUN		
vexer	v3x3r	NOUN		
vexer	v_exer	NOUN		
vexer	v e x e r	NOUN		
vexer	v.exer	NOUN		
vexer	VEXER	NOUN		
vexer	vExEr	NOUN		
vexer	vêxêr	NOUN		
vexer	v*exer	NOUN		
vexer	v3x3r!	NOUN		
vexer	v3x3r?	NOUN		
mong	m0ng	NOUN		
mong	m0n9	NOUN		
mong	m0n9!	NOUN		
mong	m o n g	NOUN		
mong	m.o.n.g	NOUN		
mong	M0NG	NOUN		
mong	m0n_g	NOUN		
mong	m0ñg	NOUN		
mong	m0n9?	NOUN		
shitpuddle	sh1tpuddl3	NOUN		
shitpuddle	sh!t puddle	NOUN		
shitpuddle	sh!t_puddle	NOUN		
shitpuddle	sh1t.puddle	NOUN		
shitpuddle	shîtpuddle	NOUN		
shitpuddle	s h i t p u d d l e	NOUN		
shitpuddle	sh*tpuddle	NOUN		
shitpuddle	sh1t p00dle	NOUN		
shitpuddle	sh!tpuddl3!	NOUN		
shitpuddle	sh1t-puddle	NOUN		
shitpuddle	sh1t_puddl3	NOUN		
shitpuddle	sh!tpuddl3	NOUN		
discord mod	d1sc0rd m0d	NOUN		
discord mod	d!sc0rd m0d	NOUN		
discord mod	d i s c o r d   m o d	NOUN		
discord mod	d!sc0rd.m0d	NOUN		
discord mod	D!sc0rd M0d	NOUN		
discord mod	dîscörd mød	NOUN		
discord mod	d*** m***	NOUN		
discord mod	d!sc0rd_mod	NOUN		
discord mod	d!sc0rd-mod	NOUN		
discord mod	d!sc0rd·mod	NOUN		
edgelord	3dg3l0rd	NOUN		
edgelord	edg3l0rd	NOUN		
edgelord	edg3l0rd!	NOUN		
edgelord	e d g e l o r d	NOUN		
edgelord	EdgEl0Rd	NOUN		
edgelord	edg3l0rd™	NOUN		
edgelord	e***lord	NOUN		
edgelord	edg3l0rd_	NOUN		
edgelord	edg3l0rd...	NOUN		
edgelord	edg3l0rd~	NOUN		
edgelord	edg3l0rd (edgelord)	NOUN		
edgelord	edg3l0rdⱭ	NOUN		
shitbreath	sh1tbr34th	NOUN		
shitbreath	sh!tbr3@th	NOUN		
shitbreath	sh!t br3@th	NOUN		
shitbreath	sh!t.br3@th	NOUN		
shitbreath	shîtbrêath	NOUN		
shitbreath	sh*tbr*th	NOUN		
shitbreath	s h i t b r e a t h	NOUN		
shitbreath	sh1t_br34th	NOUN		
shitbreath	ShItBrEaTh	NOUN		
reprobate	r3pr0b@t3	NOUN		
reprobate	r e p r o b a t e	NOUN		
reprobate	re.prob.ate	NOUN		
reprobate	RePrObAtE	ADJ		
reprobate	répróbáté	ADJ		
reprobate	r***b*t*	NOUN		
reprobate	r3pr0b8e	ADJ		
reprobate	r-e-p-r-o-b-a-t-e	NOUN		
reprobate	ɹǝdoqɐʇǝɹ	ADJ		
reprobate	reprob@te!	ADJ		
beetlehead	b33tl3h34d	NOUN		
beetlehead	b e e t l e h e a d	NOUN		
beetlehead	b.e.e.t.l.e.h.e.a.d	NOUN		
beetlehead	B33tLeH34d	NOUN		
beetlehead	b33t|e|h34d	NOUN		
beetlehead	b33t1ehead	NOUN		
beetlehead	b**tl*head	NOUN		
beetlehead	bēētlēhēād	NOUN		
beetlehead	b3e7l3h34d	NOUN		
beetlehead	b_e_e_t_l_e_h_e_a_d	NOUN		
cojones	c0j0n3s	NOUN		
cojones	c.o.j.o.n.e.s	NOUN		
cojones	c o j o n e s	NOUN		
cojones	CojOnEs	NOUN		
cojones	cøjønês	NOUN		
cojones	c***j***n***s	NOUN		
cojones	c0j0n3$	NOUN		
cojones	senojoc	NOUN		
cojones	c-0-j-0-n-3-s	NOUN		
cojones	cοjοnеs	NOUN		
cojones	c0j0n3.s	NOUN		
cojones	c_j_n_s	NOUN		
Goody Two-Shoes	G00dy Tw0-Sh0es	NOUN		
Goody Two-Shoes	Goody Two Shoes	NOUN		
Goody Two-Shoes	G o o d y   T w o - S h o e s	NOUN		
Goody Two-Shoes	Gøødy Twø-Šhøes	NOUN		
Goody Two-Shoes	G0ody_Two_Shoes	NOUN		
Goody Two-Shoes	Go0dy.Two.Shoes	NOUN		
Goody Two-Shoes	gOOdy tWo-sHOes	NOUN		
Goody Two-Shoes	G***y Two-****	NOUN		
Goody Two-Shoes	G0-0-d-y T-w-o S-h-o-e-s	NOUN		
Goody Two-Shoes	Goody_Tw0-Šh0es!	NOUN		
hurensohn	hürensohn	NOUN		
hurensohn	hür3ns0hn	NOUN		
hurensohn	h u r e n s o h n	NOUN		
hurensohn	h.u.r.e.n.s.o.h.n	NOUN		
hurensohn	HURENSOHN	NOUN		
hurensohn	h***nsohn	NOUN		
hurensohn	hür3n$ohn	NOUN		
hurensohn	h u r e n s o h n!	NOUN		
masochist	m4s0ch1st	NOUN		
masochist	m@sochist	NOUN		
masochist	m a s o c h i s t	NOUN		
masochist	m.asochist	NOUN		
masochist	MAsOchIST	NOUN		
masochist	mäsöchist	NOUN		
masochist	m_s_chist	NOUN		
masochist	m4s0ch!st	NOUN		
masochist	m@5och!st	NOUN		
masochist	mⱥs0chist	NOUN		
Fiona	F10na	NOUN		
Fiona	F!ona	NOUN		
Fiona	F i o n a	NOUN		
Fiona	F.i.o.n.a	NOUN		
Fiona	Fïona	NOUN		
Fiona	F_i_o_n_a	NOUN		
Fiona	F***a	NOUN		
Fiona	fIoNa	NOUN		
Fiona	F🅾️na	NOUN		
Fiona	F1ona	NOUN		
Hismomgone	H1sm0mg0n3	NOUN		
Hismomgone	H i s m o m g o n e	NOUN		
Hismomgone	H!sm0mg0n3	NOUN		
Hismomgone	Hïsmömgöne	NOUN		
Hismomgone	hIsMoMgOnE	NOUN		
Hismomgone	H_is_m_o_n_e	NOUN		
Hismomgone	H!$m0mg0n3	NOUN		
Hismomgone	H1sM0Mgn3	NOUN		
Hismomgone	Hism0mg0n*	NOUN		
Hismomgone	H!sm0m.g0n3	NOUN		
mule	mµle	NOUN		
mule	m u l e	NOUN		
mule	m.u.l.e	NOUN		
mule	MULE	NOUN		
mule	MuLe	NOUN		
mule	mµl3	NOUN		
mule	m_ le	NOUN		
mule	m**le	NOUN		
mule	mule!	NOUN		
mule	3ul3	NOUN		
mule	mule?	NOUN		
mule	mule~	NOUN		
nutcase	nutc4se	NOUN		
nutcase	nµtcase	NOUN		
nutcase	n u t c a s e	NOUN		
nutcase	nut.c@se	NOUN		
nutcase	NUTCASE	NOUN		
nutcase	NuTcAsE	NOUN		
nutcase	nûtcâse	NOUN		
nutcase	n***e	NOUN		
nutcase	n_utcase	NOUN		
nutcase	nutc@se!	NOUN		
scumface	5cumf@c3	NOUN		
scumface	s c u m f a c e	NOUN		
scumface	scum.f@ce	NOUN		
scumface	ScUmFaCe	NOUN		
scumface	scümfâcë	NOUN		
scumface	s_cum_fa_ce	NOUN		
scumface	s***face	NOUN		
scumface	ecafmucs	NOUN		
scumface	scumf@c€	NOUN		
scumface	scum‑face	NOUN		
pro skirt	pr0 sk1rt	NOUN		
pro skirt	p r o   s k i r t	NOUN		
pro skirt	prø skïrt	NOUN		
pro skirt	PRO_SKIRT	NOUN		
pro skirt	p.r.o.s.k.i.r.t	NOUN		
pro skirt	pr0_skr!t	NOUN		
pro skirt	pʀᴏ sᴋɪʀᴛ	NOUN		
pro skirt	pr* sk*rt	NOUN		
pro skirt	prø‑skirt	NOUN		
pro skirt	pr0sk1rt	NOUN		
cockwomble	c0ckw0mble	NOUN		
cockwomble	c0ckw0mb1e	NOUN		
cockwomble	c0ck w0mble	NOUN		
cockwomble	c0ck-w0mble	NOUN		
cockwomble	c0ck.w0mble	NOUN		
cockwomble	c0ckw0mb|e	NOUN		
cockwomble	c0ckw0mb℮	NOUN		
cockwomble	c0ckw0mbℓe	NOUN		
cockwomble	c0ckw0mb3	NOUN		
cockwomble	c0ckw0mb3!	NOUN		
cockwomble	c0ckw0mb	NOUN		
cockwomble	c0ckw_0mb le	NOUN		
hoe	h0e	NOUN		
hoe	h0ë	NOUN		
hoe	h o e	NOUN		
hoe	h.o.e	NOUN		
hoe	H0E	NOUN		
hoe	h_oe	NOUN		
hoe	h**e	NOUN		
hoe	hœe	NOUN		
hoe	h0e!	NOUN		
hoe	h0e?	NOUN		
wasbian	w4sb14n	NOUN		
wasbian	w@sbi@n	NOUN		
wasbian	w a s b i a n	NOUN		
wasbian	w.sbian	NOUN		
wasbian	WAsBiAn	NOUN		
wasbian	wâsbïân	NOUN		
wasbian	w***ian	NOUN		
wasbian	w_asb_i_an	NOUN		
wasbian	w@5b!an	NOUN		
wasbian	w a s b i a n?	NOUN		
fool	f00l	NOUN		
fool	f@ol	VERB		
fool	f o o l	NOUN		
fool	f.o.o.l	NOUN		
fool	F00L	NOUN		
fool	fôöl	NOUN		
fool	f_00l	VERB		
fool	f**l	NOUN		
fool	l00f	NOUN		
fool	ƒøøl	NOUN		
fool	f o0 l	VERB		
fool	fℴℴℓ	NOUN		
doofus	d00fus	NOUN		
doofus	d00fµs	NOUN		
doofus	d.o.o.f.u.s	NOUN		
doofus	d o o f u s	NOUN		
doofus	D00FUS	NOUN		
doofus	dØøfµs	NOUN		
doofus	d_oo_fus	NOUN		
doofus	d**fus	NOUN		
doofus	d.oofus	NOUN		
doofus	d0øfµs	NOUN		
doofus	dœøfūs	NOUN		
doofus	d0oƒus	NOUN		
grammar police	gr4mm@r p0lice	NOUN		
grammar police	g r a m m a r   p o l i c e	NOUN		
grammar police	grammar-p0lice	NOUN		
grammar police	Grammär Pölïçe	NOUN		
grammar police	GR4MMAR POLICE	NOUN		
grammar police	g.r.a.m.m.a.r p.o.l.i.c.e	NOUN		
grammar police	g***r p****e	NOUN		
grammar police	gr@mmar_police	NOUN		
grammar police	Grammar Police!	NOUN		
grammar police	gRaMmAr pOlIcE	NOUN		
pisello	p1s3ll0	NOUN		
pisello	p i s e l l o	NOUN		
pisello	p.isello	NOUN		
pisello	PIsEllO	NOUN		
pisello	pîsëllö	NOUN		
pisello	p_s_e_l_l_o	NOUN		
pisello	p***llo	NOUN		
pisello	p!s3ll0!	NOUN		
pisello	pïsëllø	NOUN		
pisello	p i.s e-llo	NOUN		
flatfoot	fl@tf00t	NOUN		
flatfoot	f l a t f o o t	NOUN		
flatfoot	f.l.a.t.f.o.o.t	NOUN		
flatfoot	FlAtFoOt	NOUN		
flatfoot	fl4tf00t	NOUN		
flatfoot	fl@t_f00t	NOUN		
flatfoot	f|atf00t	NOUN		
flatfoot	fl@tf**t	NOUN		
flatfoot	flå†ƒøø†	NOUN		
flatfoot	fl@t-f00t	NOUN		
flatfoot	f1atf00t	NOUN		
flatfoot	fl4t f00t	NOUN		
monkeyspank	m0nk3ysp4nk	VERB		
monkeyspank	monkey spank	VERB		
monkeyspank	mønkeyspank	VERB		
monkeyspank	monk3y$pank	VERB		
monkeyspank	m*nk*ysp*nk	VERB		
monkeyspank	M0nK3YspAnK	VERB		
monkeyspank	monkey-spank	VERB		
monkeyspank	m0nkeYsp@nk!	VERB		
monkeyspank	m o n k e y s p a n k	VERB		
monkeyspank	monk3ysp4nk?	VERB		
squid brain	sqU1d br@1n	NOUN		
squid brain	s q u i d   b r a i n	NOUN		
squid brain	squid_brain	NOUN		
squid brain	squid-brain	NOUN		
squid brain	squ!d br@in	NOUN		
squid brain	sqʉid brȧin	NOUN		
squid brain	squid b r a i n	NOUN		
squid brain	squid b***	NOUN		
squid brain	squid.brain	NOUN		
squid brain	SquidBrain	NOUN		
squid brain	S Q U I D B R A I N	NOUN		
squid brain	squ1d br4in	NOUN		
coffee-snob	c0ff33-sn0b	NOUN		
coffee-snob	café-snob	NOUN		
coffee-snob	coffee snob	NOUN		
coffee-snob	coffee_snob	NOUN		
coffee-snob	c0ff33 sn0b	NOUN		
coffee-snob	c0ff33.sn0b	NOUN		
coffee-snob	c0ff33-snob	NOUN		
coffee-snob	c0ff33~snob	NOUN		
coffee-snob	c0ff33*snob	NOUN		
coffee-snob	c0ff33 s*nob	NOUN		
coffee-snob	c0ff33 s***b	NOUN		
coffee-snob	C0FF33-SN0B	NOUN		
tard	t4rd	NOUN		
tard	t@rd	NOUN		
tard	t a r d	NOUN		
tard	t.ard	NOUN		
tard	TARD	NOUN		
tard	târd	NOUN		
tard	t***	NOUN		
tard	drat	NOUN		
cockboy	c0ckb0y	NOUN		
cockboy	c0ckb0y!	NOUN		
cockboy	c0ck b0y	NOUN		
cockboy	c0ck.boy	NOUN		
cockboy	c0ck-b0y	NOUN		
cockboy	c0ckb*y	NOUN		
cockboy	c0ckb0_y	NOUN		
cockboy	c***boy	NOUN		
cockboy	c0ckb0y™	NOUN		
cockboy	c0ckb0y??	NOUN		
food snob	f00d sn0b	NOUN		
food snob	f o o d   s n o b	NOUN		
food snob	f00d.sn0b	NOUN		
food snob	F00d Sn0b	NOUN		
food snob	fôød snøb	NOUN		
food snob	f*** sn**	NOUN		
food snob	f_o_o_d s_n_o_b	NOUN		
food snob	f0od snob!	NOUN		
food snob	food‑snob	NOUN		
food snob	f00d_sN0b	NOUN		
food snob	f.o.o.d s.n.o.b	NOUN		
food snob	f00dSnob	NOUN		
scum	5cum	NOUN		
scum	scµm	NOUN		
scum	s.c.u.m	NOUN		
scum	s c u m	NOUN		
scum	SCUM	NOUN		
scum	ScUm	NOUN		
scum	sçüm	NOUN		
scum	s_cum	NOUN		
scum	s¢µm	NOUN		
failed abortion	f41l3d @b0rt10n	NOUN		
failed abortion	f a i l e d a b o r t i o n	NOUN		
failed abortion	f@iled a-b0rtion	NOUN		
failed abortion	F A I L E D A B O R T I O N	NOUN		
failed abortion	fâïléd âbôrtïön	NOUN		
failed abortion	f***d abortion	NOUN		
failed abortion	failed·abortion	NOUN		
failed abortion	failed_abortion	NOUN		
failed abortion	failed‑abortion	NOUN		
failed abortion	f@!l3d @b0r†!0n	NOUN		
failed abortion	f a i l e d·a b o r t i o n	NOUN		
failed abortion	failed aⱤtion	NOUN		
poop	p00p	NOUN		
poop	p@op	NOUN		
poop	p.oop	NOUN		
poop	p oo p	NOUN		
poop	PooP	NOUN		
poop	pøøp	NOUN		
poop	p_oop	NOUN		
poop	po0p	NOUN		
poop	poop!	NOUN		
scuzzball	5cuzzb@ll	NOUN		
scuzzball	scuzzb@ll	NOUN		
scuzzball	s.c.u.z.z.b.a.l.l	NOUN		
scuzzball	s c u z z b a l l	NOUN		
scuzzball	SCUZZBALL	NOUN		
scuzzball	ScUzZbAlL	NOUN		
scuzzball	scuzzb@ll!	NOUN		
scuzzball	scuzzb*ll	NOUN		
scuzzball	scuzzb4ll	NOUN		
scuzzball	scuzzb@||	NOUN		
scuzzball	scuzzb[ ]ll	NOUN		
scuzzball	sc***ball	NOUN		
blaggard	bl4gg@rd	NOUN		
blaggard	b.laggard	NOUN		
blaggard	b l a g g a r d	NOUN		
blaggard	BlAggArD	NOUN		
blaggard	blåggård	NOUN		
blaggard	bl***rd	NOUN		
blaggard	b|aggard	NOUN		
blaggard	blag-gard	NOUN		
blaggard	blag_gard	NOUN		
blaggard	bℓaggard	NOUN		
blaggard	blagɡard	NOUN		
blaggard	blagɢard	NOUN		
jelly roll	j3lly r0ll	NOUN		
jelly roll	jëllÿ röll	NOUN		
jelly roll	j e l l y   r o l l	NOUN		
jelly roll	j*ll* r*ll	NOUN		
jelly roll	j3lly.r0ll	NOUN		
jelly roll	JELLY-ROLL	NOUN		
jelly roll	j3lly_r0ll	NOUN		
jelly roll	j e l l y.r o l l	NOUN		
jelly roll	j3lly r0ll!	NOUN		
jelly roll	j3lly r0ll?	NOUN		
jelly roll	j3lly r0ll~	NOUN		
jelly roll	j e l l y_r0ll	NOUN		
swindler	5w1ndl3r	NOUN		
swindler	s w i n d l e r	NOUN		
swindler	sw!ndl3r	NOUN		
swindler	Swindlér	NOUN		
swindler	SWINDLER	NOUN		
swindler	SwInDlEr	NOUN		
swindler	s_w_i_n_d_l_e_r	NOUN		
swindler	s.w.i.n.d.l.e.r	NOUN		
swindler	s*w*i*n*d*l*e*r	NOUN		
swindler	s***ler	NOUN		
swindler	swi🕵️‍♂️ler	NOUN		
swindler	s w i n d l e r?	NOUN		
vaxhole	v@xh0l3	NOUN		
vaxhole	v a x h o l e	NOUN		
vaxhole	v.ax.hole	NOUN		
vaxhole	VAXHOLE	NOUN		
vaxhole	vAxHoLe	NOUN		
vaxhole	v*xh*le	NOUN		
vaxhole	vaxh0le	NOUN		
vaxhole	vaxh0l3!	NOUN		
vaxhole	vaxh***	NOUN		
vaxhole	vâxhôlé	NOUN		
golfa	g0lfa	NOUN		
golfa	g0lF@	NOUN		
golfa	g o l f a	NOUN		
golfa	g.o.l.f.a	NOUN		
golfa	G0LFA	NOUN		
golfa	g0l_fa	NOUN		
golfa	g0l?	NOUN		
golfa	g0lfa!	NOUN		
golfa	gôlfa	NOUN		
zitface	z1tfac3	NOUN		
zitface	z i t f a c e	NOUN		
zitface	z!tfac3	NOUN		
zitface	ZitF@ce	NOUN		
zitface	zîtfâcê	NOUN		
zitface	z_t_f_a_c_e	NOUN		
zitface	z.t.f.c.e	NOUN		
zitface	z***face	NOUN		
zitface	ZITFACE	NOUN		
zitface	z!t f@c3	NOUN		
problem	pr0blem	NOUN		
problem	pr0bl3m	NOUN		
problem	p r o b l e m	NOUN		
problem	p.r.o.b.l.e.m	NOUN		
problem	PrObLeM	NOUN		
problem	pröblem	NOUN		
problem	pr*b*lem	NOUN		
problem	pr0b|em	NOUN		
problem	pr0b l3m	NOUN		
problem	pr0b-lem	NOUN		
rug muncher	rµg munch3r	NOUN		
rug muncher	r u g m u n c h e r	NOUN		
rug muncher	r.u.g.m.u.n.c.h.e.r	NOUN		
rug muncher	Rug Muncher	NOUN		
rug muncher	rUg mUncHeR	NOUN		
rug muncher	r@g m*nch3r	NOUN		
rug muncher	r_g m_nch_r	NOUN		
rug muncher	rug_muncher	NOUN		
rug muncher	rug-muncher	NOUN		
rug muncher	r🧽 m🍽️	NOUN		
rug muncher	r**g m***er	NOUN		
rug muncher	rug m*ncher	NOUN		
baiser	b4iser	VERB		
baiser	b@iser	VERB		
baiser	b a i s e r	VERB		
baiser	b.aiser	VERB		
baiser	Baiser	VERB		
baiser	bâiser	VERB		
baiser	b_iser	VERB		
baiser	b a i s e r!	VERB		
baiser	bais3r	VERB		
bad friend	b@d fr13nd	NOUN		
bad friend	b4d fr!end	NOUN		
bad friend	b a d f r i e n d	NOUN		
bad friend	b.d f.r.i.e.n.d	NOUN		
bad friend	B@D FR13ND	NOUN		
bad friend	bäd frïénd	NOUN		
bad friend	b* d f*riend	NOUN		
bad friend	b@d_fri3nd	NOUN		
bad friend	b@d-friend	NOUN		
bad friend	b@d.fr1end	NOUN		
bad friend	b@d fr!3nd	NOUN		
bad friend	b@d fr i e nd	NOUN		
dumb fucker	dµmb fµck3r	NOUN		
dumb fucker	dumb f*cker	NOUN		
dumb fucker	dumb f-cker	NOUN		
dumb fucker	d u m b f u c k e r	NOUN		
dumb fucker	dumb.fucker	NOUN		
dumb fucker	dumb_fucker	NOUN		
dumb fucker	dumb fUck3r	NOUN		
dumb fucker	dumb f͟u͟c͟k͟e͟r͟	NOUN		
dumb fucker	dumb f@cker	NOUN		
dumb fucker	dumb f#cker	NOUN		
dumb fucker	dumb f!cker	NOUN		
dumb fucker	dumb f(uck)er	NOUN		
gubbins	gubb1ns	NOUN		
gubbins	gµbbins	NOUN		
gubbins	g u b b i n s	NOUN		
gubbins	gubb!ns	NOUN		
gubbins	GUBBINS	NOUN		
gubbins	gubbins?	NOUN		
gubbins	gubb1n$	NOUN		
gubbins	gubbins™	NOUN		
gubbins	gubb1n5	NOUN		
gubbins	g***ns	NOUN		
anushole	4nush0l3	NOUN		
anushole	a n u s h o l e	NOUN		
anushole	a_nush0le	NOUN		
anushole	anush0l3!	NOUN		
anushole	AnU$h0l3	NOUN		
anushole	añushøle	NOUN		
anushole	a.n.u.s.h.o.l.e	NOUN		
shitmagnet	sh1tmagnet	NOUN		
shitmagnet	sh!tmagnet	NOUN		
shitmagnet	s h i t m a g n e t	NOUN		
shitmagnet	sh.itmagnet	NOUN		
shitmagnet	ShitMagnet	NOUN		
shitmagnet	shîtmagnet	NOUN		
shitmagnet	sh*tmagnet	NOUN		
shitmagnet	sh1t-magnet	NOUN		
shitmagnet	s͟h͟i͟t͟m͟a͟g͟n͟e͟t͟	NOUN		
shitmagnet	sh​itmagnet	NOUN		
backstabber	b4ckst4bber	NOUN		
backstabber	b@ckst@bber	NOUN		
backstabber	b a c k s t a b b e r	NOUN		
backstabber	b.ackstabber	NOUN		
backstabber	BAcKStAbBeR	NOUN		
backstabber	bâckstâbber	NOUN		
backstabber	b***stabber	NOUN		
backstabber	back-stabber	NOUN		
backstabber	rrebatskcab	NOUN		
backstabber	bαckstαbber	NOUN		
bagascia	b4g45c14	NOUN		
bagascia	b@gasci@	NOUN		
bagascia	b a g a s c i a	NOUN		
bagascia	b.agascia	NOUN		
bagascia	BAgAsCiA	NOUN		
bagascia	b@g@5c!a	NOUN		
bagascia	b*g*a*s*c*i*a*	NOUN		
bagascia	b_gascia	NOUN		
bagascia	b@gasciå	NOUN		
bagascia	b@g4$ci@	NOUN		
derp	d3rp	NOUN		
derp	d3rP	NOUN		
derp	d3rπ	NOUN		
derp	d e r p	NOUN		
derp	d.e.r.p	NOUN		
derp	D3RP	NOUN		
derp	dêrp	NOUN		
derp	d_rp	NOUN		
derp	d***	NOUN		
derp	pr3d	NOUN		
jelly belly	j3lly b3lly	NOUN		
jelly belly	jelly-belly	NOUN		
jelly belly	j e l l y   b e l l y	NOUN		
jelly belly	jelly_belly	NOUN		
jelly belly	jelly.belly	NOUN		
jelly belly	JellyBelly	NOUN		
jelly belly	jêlly bêlly	NOUN		
jelly belly	j*lly b*lly	NOUN		
jelly belly	j3lly_b3lly!	NOUN		
jelly belly	j e l l y.b e l l y	NOUN		
jelly belly	jellyb3lly	NOUN		
jelly belly	jelly b3lly	NOUN		
toenail	t0enail	NOUN		
toenail	tœnail	NOUN		
toenail	t o e n a i l	NOUN		
toenail	t.o.e.n.a.i.l	NOUN		
toenail	ToeNail	NOUN		
toenail	t0eN@1l	NOUN		
toenail	t_e_n_a_i_l	NOUN		
toenail	t-oe-nail	NOUN		
toenail	tøenåïl	NOUN		
toenail	t**nail	NOUN		
toenail	t0en41l	NOUN		
toenail	t0e n@!l	NOUN		
hypocrite	hyp0cr1t3	NOUN		
hypocrite	h y p o c r i t e	NOUN		
hypocrite	hypocrite!	NOUN		
hypocrite	HyPoCrItE	NOUN		
hypocrite	hýpócríte	NOUN		
hypocrite	h***rite	NOUN		
hypocrite	hypocrit3	NOUN		
hypocrite	hypocrite\u200b	NOUN		
hypocrite	ɦʏρσcʀιτє	NOUN		
hypocrite	etirco pyh	NOUN		
buttkisser	b u t t k i s s e r	NOUN		
buttkisser	büttkïssér	NOUN		
buttkisser	bUttK1ss3r	NOUN		
buttkisser	b.u.t.t.k.i.s.s.e.r	NOUN		
buttkisser	b_uttk1ss3r	NOUN		
buttkisser	b@ttk!ss3r	NOUN		
buttkisser	b***kisser	NOUN		
buttkisser	buttk1ss3r	NOUN		
ballsack	b@ll5@ck	NOUN		
ballsack	b a l l s a c k	NOUN		
ballsack	b4ll5ack	NOUN		
ballsack	b@ll$ack	NOUN		
ballsack	b@ll5@ck!	NOUN		
ballsack	b****ck	NOUN		
ballsack	bâllsâck	NOUN		
ballsack	b@lls@ck	NOUN		
ballsack	b@lls@ck?	NOUN		
ballsack	b@ll5@ck#	NOUN		
cretin	cr3t1n	NOUN		
cretin	c r e t i n	NOUN		
cretin	c.r.e.t.i.n	NOUN		
cretin	CrEtIn	NOUN		
cretin	crêtin	NOUN		
cretin	c***n	NOUN		
cretin	c_re_tin	NOUN		
cretin	c r3t!n	NOUN		
cretin	n1t3rc	NOUN		
cretin	cʀǝʇᴉu	NOUN		
booby turds	b00by tµrds	NOUN		
booby turds	b o o b y   t u r d s	NOUN		
booby turds	b0ob¥ t-urds	NOUN		
booby turds	B00by Turds	NOUN		
booby turds	b0ob! tµrds!	NOUN		
booby turds	b**by t***s	NOUN		
booby turds	bôoby tûrds	NOUN		
booby turds	b.o.o.b.y.t.u.r.d.s	NOUN		
booby turds	b0ob y turd$	NOUN		
booby turds	b0ob_y_turd5	NOUN		
penislicker	p3n1sl1ck3r	NOUN		
penislicker	p e n i s l i c k e r	NOUN		
penislicker	p.enis.licker	NOUN		
penislicker	PEnIsLiCkEr	NOUN		
penislicker	pénïslicker	NOUN		
penislicker	p***sl***ker	NOUN		
penislicker	p3n!s|1ck3r	NOUN		
penislicker	p_e_n_i_s_l_i_c_k_e_r	NOUN		
waffle stomper	w4ffl3 st0mp3r	NOUN		
waffle stomper	w@ffl3 st0mp3r	NOUN		
waffle stomper	w a f f l e   s t o m p e r	NOUN		
waffle stomper	w.a.f.f.l.e.s.t.o.m.p.e.r	NOUN		
waffle stomper	Waffle_Stomper	NOUN		
waffle stomper	W@ffl3_St0mp3r	NOUN		
waffle stomper	wâfflë stômpër	NOUN		
waffle stomper	w*ffle stomper	NOUN		
waffle stomper	w***le stomper	NOUN		
waffle stomper	w a f f l e_s t o m p e r	NOUN		
waffle stomper	w4ffl3-st0mp3r	NOUN		
waffle stomper	w4ffl3.st0mp3r	NOUN		
stone butch	5t0n3 bu7ch	NOUN		
stone butch	stone-butch	NOUN		
stone butch	s t o n e   b u t c h	NOUN		
stone butch	StOnE BuTcH	NOUN		
stone butch	støne bûtch	NOUN		
stone butch	st0n3 b***h	NOUN		
stone butch	stone_butch	NOUN		
stone butch	stone·butch	NOUN		
stone butch	hcnub enots	NOUN		
stone butch	stone/butch	NOUN		
lardbucket	l4rdbuck3t	NOUN		
lardbucket	l@rdbuck3t	NOUN		
lardbucket	l a r d b u c k e t	NOUN		
lardbucket	l.ardbucket	NOUN		
lardbucket	LARDbucket	NOUN		
lardbucket	lårdbucket	NOUN		
lardbucket	l***bucket	NOUN		
lardbucket	lard-bucket	NOUN		
lardbucket	tekcudral	NOUN		
lardbucket	lᴀʀᴅʙᴜᴄᴋᴇᴛ	NOUN		
blue meanie	blµ3 m34n13	NOUN		
blue meanie	b l u e   m e a n i e	NOUN		
blue meanie	b.l.u.e.m.e.a.n.i.e	NOUN		
blue meanie	BlUe MeAniE	NOUN		
blue meanie	blûé méânié	NOUN		
blue meanie	b*** m*****	NOUN		
blue meanie	bl-ue m-ea-nie	NOUN		
blue meanie	eeniam eulb	NOUN		
blue meanie	bℓυε мєαηιє	NOUN		
blue meanie	b​l​u​e​ m​e​a​n​i​e	NOUN		
blue meanie	blu3 m33n13	NOUN		
blue meanie	b1u3 m34n13	NOUN		
fatfuck	f@tfuck	NOUN		
fatfuck	f4tF*ck	NOUN		
fatfuck	f a t f u c k	NOUN		
fatfuck	f.at.f.u.c.k	NOUN		
fatfuck	F@TfUck	NOUN		
fatfuck	f@t_f*ck	NOUN		
fatfuck	fâtfück	NOUN		
